0.39280479,1.11527759,0.01698544,0.01698544,8.25658724
0.34335648,1.20682588,0.02454708,0.02184960,4.27875164
0.68911370,0.68304704,0.01621847,0.01531744,15.34161751
0.58538985,1.11193428,0.14096111,0.06041191,4.03748973
0.67945766,0.85369821,0.01885592,0.03162929,7.45386872
0.50700113,0.61595005,0.02418589,0.02734057,6.44087672
0.54685081,1.16405529,0.03304091,0.03304091,7.44648957
1.25176525,1.11925589,0.02145072,0.08481283,24.30043386
0.50983391,1.11594318,0.03192364,0.03192364,7.47692906
0.55004058,1.17376882,0.03813175,0.03143687,6.43099112
0.89715675,1.10140335,0.04882804,0.07324206,14.53963097
1.10774925,0.35410844,0.02305988,0.02882485,19.34285429
0.83803454,0.11394335,0.02338509,0.02672581,32.07982213
1.54818289,0.19033170,0.02241520,0.02801900,189.40876305
1.25124093,0.38560627,0.02502108,0.02144664,26.54294490
0.54253772,0.75127910,0.10395347,0.06391213,6.24109390
0.78030092,0.07188201,0.10673339,0.06256785,49.60033824
0.91979816,0.43775056,0.02060521,0.06815570,18.82265434
0.97470240,0.75815462,0.02501172,0.05911862,21.82610217
0.29027557,1.01494035,0.05245102,0.03230983,3.01677348
0.67456175,0.19312460,0.01948757,0.01948757,13.93011278
1.03559366,0.47567119,0.03921723,0.04793217,22.73225888
0.56774621,0.25042000,0.03903771,0.04635728,11.30905931
0.78522702,-0.07572071,0.03856669,0.04862757,46.51520588
1.29175961,-0.04575749,0.04136138,0.04653155,208.89952690
-0.07701973,0.15533604,0.03860395,0.04825494,3.77762692
1.20805612,0.39445168,0.01822215,0.02429619,35.09216856
1.01333229,0.12710480,0.01729491,0.02305988,27.73202061
1.43859953,-0.02227639,0.05428681,0.04018079,145.13567714
1.35043929,-0.13667714,0.01751187,0.02801900,359.73651108
0.96787378,0.32221929,0.01620502,0.02916903,23.57454337
0.76789287,0.40823997,0.01828608,0.02742913,11.02354832
0.33342939,0.15228834,0.01378713,0.02757425,7.25016434
0.91015539,0.19865709,0.01703116,0.02554673,26.71157185
1.34914080,0.99956549,0.01784772,0.02974620,27.47234956
1.01802096,0.57054294,0.02068069,0.05376979,16.87706278
0.57323917,0.17609126,0.02544694,0.01696463,16.04694844
0.68890800,1.22167500,0.02446729,0.01835047,7.29741894
0.83187750,0.99387691,0.02748699,0.01649220,8.98586261
0.99853833,1.22762965,0.04268706,0.04083111,7.72063186
0.23933357,0.51454775,0.10051920,0.07474504,5.96715479
0.60942894,-0.00877392,0.09992616,0.07590545,23.81405051
1.17350537,0.41830129,0.03905526,0.06561284,29.52380495
0.39933749,0.51188336,0.06520938,0.07912072,9.90851270
0.95332542,0.49692965,0.06537766,0.07821971,18.62093196
0.86075488,0.54777471,0.06510840,0.07941794,11.22962457
1.20317782,0.52244423,0.06659182,0.07817301,20.65023957
0.99741550,0.45788190,0.01824767,0.02711082,17.53280357
1.05795317,0.37106786,0.01585659,0.03171319,22.44378171
1.37416792,0.36548798,0.11030926,0.05528319,37.13262438
0.56928190,0.06445799,0.04382788,0.07171835,14.28974563
0.73337415,0.46834733,0.04431576,0.07533680,12.91588467
0.85284240,0.25285303,0.02817941,0.05470121,16.57229563
1.13260490,0.42160393,0.01603549,0.02138065,25.34711466
0.78992435,-0.10237291,0.06638897,0.05947345,65.07280272
1.37985073,0.11727130,0.02091503,0.02583622,80.52038018
1.16876694,0.46089784,0.02217119,0.02738794,20.40655936
0.69032456,0.23044892,0.02223080,0.02699454,12.65614233
0.50243093,0.18469143,0.04388341,0.07566106,9.76194600
0.90081776,0.02530587,0.04989766,0.05913797,108.05630388
1.39782261,0.35983548,0.04867093,0.05803073,34.58144195
1.31271117,0.38201704,0.04991891,0.05823872,33.56905088
1.06156810,0.49554434,0.04421907,0.06159085,16.36371290
0.81168444,0.40483372,0.04492702,0.06364661,12.32560122
1.32679883,0.39445168,0.05613330,0.06351926,28.61834423
1.10349735,0.40993312,0.05580320,0.06308188,18.27857651
1.50133058,0.48995848,0.05527384,0.06317011,33.09431892
-0.05789401,-0.13667714,0.04441648,0.06580219,34.79825605
0.55373507,1.01828431,0.04539664,0.06506851,10.18395396
0.69397158,1.02612452,0.04397919,0.07146618,13.05158122
0.70020466,1.02653326,0.04309793,0.06630450,11.05342754
0.48059507,1.08421869,0.01502749,0.01953574,7.08880509
0.88318246,0.69108149,0.01277337,0.02043739,15.66768309
1.17198691,0.77378644,0.01419263,0.01986968,24.40413876
0.54464976,0.30749604,0.01638847,0.02048559,9.55154003
0.52398039,0.22271647,0.01517186,0.02275779,8.74206680
0.41900270,0.70842090,0.02912951,0.02648137,9.03855400
0.62078692,0.48713838,0.02902739,0.02679452,13.76935016
0.67924642,0.26717173,0.11352926,0.10091490,13.81755757
0.98560422,0.41995575,0.02358788,0.02775045,21.84362958
1.16308110,0.63548375,0.02051785,0.01880803,18.85305150
0.92473806,0.35793485,0.01926306,0.01926306,21.33404428
1.45597513,0.36548798,0.10984102,0.06759447,48.87965264
1.12863119,0.71933129,0.10962773,0.06886870,24.92787332
1.43778699,0.55990663,0.01932381,0.05829896,32.32388375
1.12983732,0.53019970,0.10113707,0.06544163,20.07800581
0.95061209,0.37291200,0.02581616,0.02581616,25.20592741
0.67705924,0.30103000,0.02985263,0.05888739,16.56011065
0.75286779,0.51054501,0.06250899,0.14585431,11.80178148
0.90532885,0.11058971,0.03398515,0.02826134,28.56066665
0.71504715,0.00000000,0.02918883,0.02653530,21.74638232
1.07100268,0.31806333,0.02924542,0.02705201,36.18463817
1.11477550,0.45939249,0.02995134,0.02781196,23.26456261
1.35578004,0.50514998,0.06794699,0.07530791,33.70597585
1.50508924,0.61489722,0.06761471,0.07541641,42.09903034
1.01300633,0.26481782,0.01954750,0.05099348,20.95843277
0.95380250,0.44404480,0.01556104,0.02829280,16.76172688
0.38086955,0.09342169,0.03286553,0.03051799,10.42267472
1.13792612,0.58433122,0.03137489,0.03302620,23.07863099
0.49213263,0.42813479,0.03257209,0.03257209,11.15279515
1.14632665,0.49276039,0.08645677,0.07137710,23.03305293
1.04610099,0.31806333,0.03809601,0.03619121,27.38458822
1.12128906,0.37657696,0.03743918,0.03556722,29.08195601
1.09668090,0.34242268,0.05801644,0.13592423,28.51658883
0.69192847,0.45636603,0.06629986,0.08089799,10.05070395
1.03110203,0.48572143,0.06699860,0.08015904,14.83472822
1.18396527,0.33645973,0.06661744,0.08070959,24.52789038
0.85168371,0.23552845,0.06637059,0.08079897,17.30824081
0.77588150,0.51321760,0.01472185,0.02944369,10.83265136
1.11632273,0.39269695,0.01302883,0.03040061,20.83893967
1.13742907,0.34830486,0.07238241,0.06702075,26.40348800
1.00263391,0.41161971,0.02356637,0.02693299,18.30248834
1.48042526,0.54282543,0.02605767,0.03040061,31.71782940
1.32347390,0.25042000,0.02505545,0.02714341,38.06732860
1.31681475,0.62736586,0.02714341,0.02865137,27.01023259
1.00197431,0.34044411,0.02850058,0.02850058,24.09160541
0.54150756,1.10924097,0.02740693,0.02846105,11.57583193
0.42883567,1.10482840,0.02757425,0.02757425,8.70975239
0.51098175,1.11092624,0.02810141,0.02810141,9.51324976
0.57944269,1.00302947,0.02832355,0.02832355,11.84186936
1.48230814,1.04099769,0.06092620,0.07186168,51.01470240
1.18635637,1.03702788,0.05954037,0.07004750,29.19116223
0.38352936,0.35218252,0.08256119,0.12327630,8.59344961
-0.14958595,0.07918125,0.01620502,0.02754853,3.88579160
1.01245733,1.12807601,0.05725426,0.06284004,14.96323060
0.49426985,1.15106325,0.01879159,0.02923136,9.55048778
0.50752105,1.05614226,0.02189720,0.03284580,10.22381430
0.26847443,1.00216606,0.01974066,0.03355912,6.87465185
1.23745065,0.86391738,0.05466644,0.07592561,36.93624532
0.51437440,1.22814361,0.01703116,0.02696600,5.87420010
0.86573836,1.15563963,0.01801221,0.02601764,11.80254126
0.62586624,0.95424251,0.01767478,0.02777465,10.94609461
0.23574587,1.12221588,0.07726712,0.07726712,5.26504465
0.17193434,1.16076856,0.07736420,0.07912248,5.60622290
0.51144645,1.09342169,0.05258274,0.05453025,6.68476068
1.06893221,0.89982050,0.05522820,0.05271783,28.49954383
0.72705972,1.11660774,0.06733248,0.06901579,7.73696876
0.47768251,1.03981055,0.02682900,0.01676813,8.53106819
1.27406342,0.86864444,0.07715260,0.07715260,22.92355803
0.75556251,0.82020146,0.05123699,0.06343627,15.31602304
0.52007251,0.95712820,0.05838393,0.07682096,10.39985088
1.30474949,0.79518459,0.05765634,0.07787349,35.15573599
0.87613382,0.15228834,0.01983080,0.05552624,19.73276594
0.59163012,1.10653085,0.04120057,0.12258857,12.05224278
0.90445146,0.89153746,0.04946795,0.05458532,13.09853181
0.38418923,0.55022835,0.03061255,0.07098074,9.44690272
0.61543652,-0.05551733,0.02026995,0.03234567,21.40010155
0.53314091,0.82085799,0.04386414,0.03556552,8.71106382
0.77060312,0.10720997,0.03270170,0.04426693,19.35959521
0.80020198,0.30103000,0.03281336,0.04439455,23.36535304
1.10702493,0.20411998,0.03257209,0.04342945,37.90503869
0.50207389,0.42324587,0.03356866,0.04405886,12.63739476
