x y level seg_id
1.657590027630134744e+00 5.201524235373398142e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.655725651435566048e+00 5.279718453857672467e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.655696325950474002e+00 5.280797304948291471e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.654382190385233375e+00 5.357912672341947902e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.652715185001771836e+00 5.436106890826223337e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.650635540322001216e+00 5.514301109310497662e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.648062924039328969e+00 5.592495327794773097e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.644928911080419276e+00 5.670689546279048532e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.643527736544563522e+00 5.702717691089214114e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.642104478579773597e+00 5.748883764763322857e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.639496820486355588e+00 5.827077983247598292e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.636671721402985114e+00 5.905272201731873727e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.633808065045192714e+00 5.983466420216148052e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.631359147138653265e+00 6.055100037647712652e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.631198223588868457e+00 6.061660638700423487e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.629655488779469197e+00 6.139854857184698922e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.628343646387455879e+00 6.218049075668973247e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.627191140664745017e+00 6.296243294153248682e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.626065511747879722e+00 6.374437512637524117e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.624812133673536829e+00 6.452631731121798442e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.623279764057234731e+00 6.530825949606074987e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.621326680802364084e+00 6.609020168090349312e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.619190557732742564e+00 6.676228001073735152e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.618936723736883465e+00 6.687214386574623637e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.616781307165051640e+00 6.765408605058899072e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.614043700515991331e+00 6.843602823543173397e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.610555921679873492e+00 6.921797042027448832e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.607021968326831862e+00 6.985326123488808658e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.606356472798911250e+00 6.999991260511724267e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.602263791256125058e+00 7.078185478995998592e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.596912301136936607e+00 7.156379697480274027e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.594853378920921605e+00 7.182564601911543001e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.591069682244176997e+00 7.234573915964549462e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.584124447942271141e+00 7.312768134448823787e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.582684789515011126e+00 7.328147989151103658e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.576870629667114221e+00 7.390962352933099222e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.570516200109100202e+00 7.457718406641703490e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.569439193354409623e+00 7.469156571417374657e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.563951317967188004e+00 7.547350789901648982e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.560877311265920886e+00 7.625545008385924417e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.560619879517036956e+00 7.703739226870198742e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.562626050685026247e+00 7.781933445354475287e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.566026363733990401e+00 7.860127663838748502e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.570158940924352597e+00 7.938321882323023937e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.570516200109100202e+00 7.943924694772751538e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.575846521644185261e+00 8.016516100807299372e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.581647043460288504e+00 8.094710319291574807e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.582684789515010904e+00 8.107523902763736912e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.588579506163374067e+00 8.172904537775850242e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.594853378920921605e+00 8.247901148836065399e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.595149881341698439e+00 8.251098756260126788e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.602376029791548584e+00 8.329292974744398892e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.607021968326831862e+00 8.389248900324185465e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.608592280182806755e+00 8.407487193228674327e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.614620792843993513e+00 8.485681411712949762e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.619149300802276148e+00 8.563875630197225197e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.619190557732742564e+00 8.564703058035403327e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.623837492494112578e+00 8.642069848681500632e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.627230324047770127e+00 8.720264067165776067e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.629618984087654043e+00 8.798458285650049282e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.631221722675542551e+00 8.876652504134324717e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.631359147138653265e+00 8.887225749392582141e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.632615137486802315e+00 8.954846722618600152e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.633277686789259109e+00 9.033040941102874477e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.633219895957475298e+00 9.111235159587151022e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.632461247041889996e+00 9.189429378071426457e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.631359147138653265e+00 9.247561292284214307e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.631099461432974351e+00 9.267623596555699672e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.629573995020394017e+00 9.345817815039975107e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.627372380123165208e+00 9.424012033524250542e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.624282475174504414e+00 9.502206252008525977e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.619979400491714294e+00 9.580400470492801412e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.619190557732742564e+00 9.592466495704957685e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.615619765657520412e+00 9.658594688977076848e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.609937646328340577e+00 9.736788907461350062e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.607021968326831862e+00 9.770631863310320631e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.603557025877660580e+00 9.814983125945625497e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.596588902156356848e+00 9.893177344429900932e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.594853378920921605e+00 9.913572809035512412e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.590612436800722618e+00 9.971371562914176367e-01 3.200000000000000153e-03 0.000000000000000000e+00
1.586261196227138015e+00 1.004956578139845069e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.584040916746199512e+00 1.012775999988272391e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.583820674941006645e+00 1.020595421836699934e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.584763915809439538e+00 1.028414843685127478e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.586039525000479733e+00 1.036234265533555021e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.587123996859598041e+00 1.044053687381982565e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.587759113044472148e+00 1.051873109230410108e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.587834950060598160e+00 1.059692531078837430e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.587311728196941552e+00 1.067511952927264973e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.586191762421487628e+00 1.075331374775692739e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.584528719108251993e+00 1.083150796624120060e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.582684789515010904e+00 1.090166467161336694e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.582531719174402607e+00 1.090970218472547604e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.581026719897798083e+00 1.098789640320975147e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.579616059546425699e+00 1.106609062169402469e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.578468198609632056e+00 1.114428484017830012e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.577623585323149724e+00 1.122247905866257556e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.576968192758168907e+00 1.130067327714685099e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.576279509874117801e+00 1.137886749563112643e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.575288908228666518e+00 1.145706171411540186e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.573709243943174796e+00 1.153525593259967508e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.571217287393819717e+00 1.161345015108394829e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.570516200109100202e+00 1.162931734068607836e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.568286742838931325e+00 1.169164436956822595e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.564157720733422963e+00 1.176983858805250138e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.558347610703189945e+00 1.184392323071993269e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.558040998487258300e+00 1.184803280653677682e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.550725986591930727e+00 1.192622702502105225e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.546179021297279244e+00 1.196327822909792449e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.540476316051402117e+00 1.200442124350532547e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.534010431891368542e+00 1.204434903066285756e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.525995196157279077e+00 1.208261546198960090e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.521841842485458285e+00 1.210176873868501701e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.509673253079547584e+00 1.214304710710148116e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.501375204350283488e+00 1.216080968047387634e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.497504663673636882e+00 1.217032067244725235e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.485336074267726625e+00 1.218862515696997217e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.473167484861815923e+00 1.219573306089846154e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.460998895455905222e+00 1.219341208773028207e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.448830306049994743e+00 1.218240961053784099e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.436661716644084263e+00 1.216328145168913855e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.435348555496951617e+00 1.216080968047387634e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.424493127238173562e+00 1.214365878505933027e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.412324537832263305e+00 1.212347611432124772e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.400155948426352603e+00 1.210954879194511280e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.387987359020441902e+00 1.211069754722144287e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.375818769614531645e+00 1.212892114985060887e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.363650180208620943e+00 1.215582455497100645e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.361442968081823857e+00 1.216080968047387634e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.351481590802710464e+00 1.218540566497018141e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.339313001396799985e+00 1.220708378702829000e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.327144411990889283e+00 1.221871785117515596e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.314975822584978582e+00 1.222160036745764344e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.302807233179068325e+00 1.221791411942050987e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.290638643773157623e+00 1.221108155352072178e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.278470054367246922e+00 1.220775397051158118e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.266301464961336443e+00 1.222214881090946337e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.262436033298267812e+00 1.223900389895815177e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.254132875555425963e+00 1.229275420985173728e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.252130846223603600e+00 1.231719811744242721e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.246296333051426064e+00 1.239539233592670264e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.241964286149515262e+00 1.244909247687571829e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.240340656678516229e+00 1.247358655441097586e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.233943144985220952e+00 1.255178077289525129e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.229795696743604783e+00 1.259138547036428912e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.225499473227815939e+00 1.262997499137952673e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.217627107337694303e+00 1.268631968214312122e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.213721829929410578e+00 1.270816920986380216e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.205458517931783602e+00 1.274988678373115469e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.193974388876487325e+00 1.278636342834807982e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.193289928525873123e+00 1.278860789658867070e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.181121339119962643e+00 1.281311063014140217e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.168952749714051942e+00 1.282082240673326545e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.156784160308141463e+00 1.281410819861158679e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.144615570902230983e+00 1.279250861320681887e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.142483506584084818e+00 1.278636342834807760e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.132446981496320282e+00 1.276044399898296433e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.120278392090409803e+00 1.271161108364912362e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.119552411149777216e+00 1.270816920986380216e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.108109802684499323e+00 1.265160785693141499e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.104233962854984874e+00 1.262997499137952673e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.095941213278588622e+00 1.257696214911938837e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.091763784946268245e+00 1.255178077289525129e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.083772623872678142e+00 1.249152125487416720e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.080597293717185492e+00 1.247358655441097586e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.071604034466767663e+00 1.240456486884584208e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.069175898249968393e+00 1.239539233592670264e+00 3.200000000000000153e-03 0.000000000000000000e+00
1.059435445060856962e+00 1.234101205786167554e+00 3.200000000000000153e-03 0.000000000000000000e+00
